"","metric","ThresholdNAT_Lower","ThresholdNAT_Upper","ThresholdNATMed_Lower","ThresholdNATMed_Upper","ThresholdNATLow_Lower","ThresholdNATLow_Upper","ThresholdNATHigh_Lower","ThresholdNATHigh_Upper","ThresholdHB_Lower","ThresholdHB_Upper","ThresholdSB0_Lower","ThresholdSB0_Upper","ThresholdSB2_Lower","ThresholdSB2_Upper","n","Index","Hydro_endpoint","SmoothingFunc","CorObs_Pred"
"69","asci_Wet_BFL_Mag_50_12",-53.416057299401,-49.4065493844278,-53.416057299401,-49.4065493844278,-120.349262669774,-37.8441460563652,105.131302946865,151.570701929977,96.2777886723127,165.146296084592,-96.0099152623654,-45.6466393276828,-114.264425817922,-44.0052439208098,223,"asci","Wet_BFL_Mag_50",12,0.377243329968765
"70","csci_Wet_BFL_Mag_50_12",-243.662366738384,-64.1951816057257,-243.662366738384,-64.1951816057257,-317.453558104768,175.860398530747,-183.707023753198,-78.2723505955399,-299.005760263172,-49.9945289094048,-248.274316198783,-63.0117938810323,-262.11016457998,-59.461630706952,402,"csci","Wet_BFL_Mag_50",12,0.40647411591595
"71","asci_Q99_12",747.115509387549,NA,747.115509387549,NA,-265.229623115257,2.23137237709103,832.64650161651,NA,766.246195985591,NA,-144.796662861764,-61.5879769830567,-234.50352572585,-12.9528319582667,223,"asci","Q99",12,0.440222171723782
"72","csci_Q99_12",-188.472663549225,NA,-188.472663549225,NA,-26487.118898887,-2795.27180453865,469.277869227514,NA,-22586.6336545601,-6947.34337549616,-198.341030286285,NA,-14785.6631659063,-13273.3040489984,402,"csci","Q99",12,0.522782799789709
"73","asci_DS_Mag_50_15",NA,NA,NA,NA,-7.47005907489363,-6.28920312808479,NA,NA,NA,NA,-2.39487641417871,1.17981183182066,-3.08805935215499,2.02975605695277,223,"asci","DS_Mag_50",15,0.45994608080069
"74","csci_DS_Mag_50_15",-19.9101117643333,-19.3049663887759,-19.9101117643333,-19.3049663887759,-22.123548874826,-12.6758803784635,-0.861615521000877,0.419929305245758,-21.5701895972028,-13.6296155476229,-20.0484515837391,-18.7242106026416,-20.4634710419565,-16.9819432442386,402,"csci","DS_Mag_50",15,0.621321753388021
"75","asci_FA_Mag_15",NA,NA,NA,NA,11.247531931398,25.7232479976197,NA,NA,NA,NA,46.4947864907314,64.6885484372673,14.3946233617473,24.9098731685387,223,"asci","FA_Mag",15,0.353698675644813
"76","csci_FA_Mag_15",-2.81673009771946,28.8409127624747,-2.81673009771946,28.8409127624747,-223.058824674488,-105.49940524946,NA,NA,-224.571670776879,-76.6450281530196,-6.42221488908937,30.262894554581,-31.5298859775662,63.8789310174625,402,"csci","FA_Mag",15,0.551724846759385
"77","asci_Peak_10_15",1050.17436209862,1182.65485053782,1050.17436209862,1182.65485053782,-640.066875238026,31.2722657209215,5881.1952859238,NA,5452.49680707954,NA,-398.21893026238,-177.673063613969,-601.533689525964,-6.89152420769257,223,"asci","Peak_10",15,0.429807364955695
"78","csci_Peak_10_15",-629.672487646798,NA,-629.672487646798,NA,-10494.9321632568,-5575.39887852838,1085.48168443533,NA,-9351.71326421206,-5857.69039622776,-663.105700982993,NA,-7535.03278922007,-6422.27343162651,402,"csci","Peak_10",15,0.575284029725794
"79","asci_Peak_2_15",-98.8044669577378,-71.3816955421877,-98.8044669577378,-71.3816955421877,-521.238640202458,-459.42168897041,728.269712525055,1024.9530675332,613.466794524294,1090.59771942276,-170.869325148582,-16.791957826792,-514.190836772543,-474.241599752327,223,"asci","Peak_2",15,0.571516144476863
"80","csci_Peak_2_15",-231.354564731497,37.1699943427705,-231.354564731497,37.1699943427705,-7902.6927527145,-3320.36640468024,-94.9473921554255,-35.4980159473313,-7890.97089150771,-4224.53116092599,-239.724154792269,41.7582960569153,-858.029595045446,-691.081890742283,402,"csci","Peak_2",15,0.538486548421142
"81","asci_Peak_5_15",701.887293631969,980.653350245572,701.887293631969,980.653350245572,-368.36271838339,14.0335698153093,3673.74634312706,NA,815.321985611949,924.328818989781,-248.072033439776,-147.537035220676,-342.261822298705,-65.9903777943378,223,"asci","Peak_5",15,0.406719601621631
"82","csci_Peak_5_15",-18078.1216680812,-15715.9490888713,-18078.1216680812,-15715.9490888713,-18421.5707636711,-9667.75722370513,759.088039584891,NA,-18328.5013920106,-10104.261496693,-18095.85573603,-15235.094785893,-18149.0579398766,-13792.5318769581,402,"csci","Peak_5",15,0.500788791746569
"83","asci_SP_Mag_15",438.786445177677,505.223670747198,438.786445177677,505.223670747198,-124.377645238135,-54.7563464085211,1594.48773044551,NA,441.800121287779,483.188010665255,-113.657050381172,-72.3582524144328,-121.697496523894,-57.7242281297303,223,"asci","SP_Mag",15,0.51217435833582
"84","csci_SP_Mag_15",-14.4082417595974,191.997044283197,-14.4082417595974,191.997044283197,-958.915816408243,-663.936398498025,26.5074280384993,67.6206800196366,-939.201413175582,-732.235721743757,-63.4541555043437,-36.3461407749005,-896.977725826997,-868.834368235221,402,"csci","SP_Mag",15,0.54718108765447
"85","asci_Wet_BFL_Mag_10_15",NA,NA,NA,NA,-12.1122790018614,-1.929640971088,NA,NA,NA,NA,-8.32192376951085,-3.0287313737252,-10.8524339757723,-2.28900461492116,223,"asci","Wet_BFL_Mag_10",15,0.339702000881726
"86","csci_Wet_BFL_Mag_10_15",-13.1025464507525,-2.5323251581402,-13.1025464507525,-2.5323251581402,-85.0844958741522,-66.2262108664081,-8.20691799399091,-4.342873520774,-84.2012939131042,-70.9353546540496,-13.6136920393958,-2.27967020219901,-82.3072375837841,-80.3536422293326,402,"csci","Wet_BFL_Mag_10",15,0.520850156314448
"87","asci_Wet_BFL_Mag_50_15",-70.3419585341571,-48.4232626675836,-70.3419585341571,-48.4232626675836,-132.105974365296,-44.5019528699891,103.353092297054,148.011178351524,-64.7270480040535,-48.7797453764559,-109.646332244882,-45.927883705478,-126.491063835192,-44.8584355788614,223,"asci","Wet_BFL_Mag_50",15,0.406480661057893
"88","csci_Wet_BFL_Mag_50_15",-239.816980908862,-59.3154047414926,-239.816980908862,-59.3154047414926,-315.574819590128,-46.043008100468,-178.263736980334,-72.8885638946903,-296.635359919811,-50.1848107503315,-244.551845826441,-58.5545219088959,-258.756440579179,-56.2718734111056,402,"csci","Wet_BFL_Mag_50",15,0.441632200660259
"89","asci_Q99_15",782.259458030622,NA,782.259458030622,NA,-210.007022026577,-7.97807330936245,835.859369426836,NA,797.536958437047,NA,-141.465369051996,-40.6065957479342,-192.511127747977,-16.5494974302914,223,"asci","Q99",15,0.468150429323985
"90","csci_Q99_15",-187.25623125254,133.041517754147,-187.25623125254,133.041517754147,-26481.9210458396,-2804.30748769741,461.054791542803,NA,-22580.3519300551,-7097.2502441434,-193.288491794628,NA,-14777.2136984862,-13275.0756735839,402,"csci","Q99",15,0.549061269376473
"91","asci_DS_Mag_50_18",NA,NA,NA,NA,-8.20048055206974,-6.30596574798145,NA,NA,NA,NA,-2.27342360319114,1.03828547827306,-7.91207697970267,-6.57917362193342,223,"asci","DS_Mag_50",18,0.498233591933507
"92","csci_DS_Mag_50_18",-20.4114179445088,-17.4940805110158,-20.4114179445088,-17.4940805110158,-22.4374213858466,-12.9553920666905,-0.999654966764029,0.463449199543572,-21.9309205255122,-13.6041030518486,-20.5380431595925,-17.0226905162514,-20.9179188048433,-15.608520531958,402,"csci","DS_Mag_50",18,0.634143784376447
"93","asci_FA_Mag_18",49.7586140200122,62.7075870894575,49.7586140200122,62.7075870894575,14.2394202198232,27.2997730746517,NA,NA,51.3629319028293,62.1676936673824,20.1249771342597,24.8258714686737,15.3031230572297,26.8084729725337,223,"asci","FA_Mag",18,0.383856562320524
"94","csci_FA_Mag_18",-226.752615875621,-28.1574886398596,-226.752615875621,-28.1574886398596,-222.128328421095,-102.092597700707,NA,NA,-223.502277871966,-76.3487372193865,-226.481754375316,-31.1921510727545,-225.669169874402,-40.2961383714393,402,"csci","FA_Mag",18,0.565691684645212
"95","asci_Peak_10_18",680.317832997304,1220.92696620985,680.317832997304,1220.92696620985,-677.878277928979,38.4370069144206,5794.7306802084,NA,1149.49534622575,1171.54224962917,-341.471217149487,-98.7764604229615,-662.351932823961,13.0334519006248,223,"asci","Peak_10",18,0.445263069127091
"96","csci_Peak_10_18",-2408.43802193881,-1875.44694128382,-2408.43802193881,-1875.44694128382,-10401.1472228941,-5551.92592864143,966.394326158008,NA,-9347.07991553606,-5831.04279043486,-7000.87748511825,-6779.39654877843,-7640.7508752322,-6389.27651402173,402,"csci","Peak_10",18,0.588996181145282
"97","asci_Peak_2_18",-90.7256810704423,-55.5653100728502,-90.7256810704423,-55.5653100728502,-526.67404437471,-441.29169938579,757.939668431223,1087.52865948039,653.859829712869,1133.85313043182,-508.540254853068,-469.033955189881,-522.735923302026,-447.100700153571,223,"asci","Peak_2",18,0.594080958283952
"98","csci_Peak_2_18",-232.040451977627,34.2639229881304,-232.040451977627,34.2639229881304,-7908.87772178776,-3333.57282867128,-87.8863599206244,-25.1949556403242,-7900.97900361297,-4234.90142688915,-240.822745864217,38.2545262158115,-844.321649395433,-588.008562317423,402,"csci","Peak_2",18,0.551591737500201
"99","asci_Peak_5_18",569.831715527971,967.196923693054,569.831715527971,967.196923693054,-371.428727070678,-65.0678420720835,3582.36009896282,NA,592.56493807697,925.598586376017,-286.71267329838,-118.968869556683,-348.987858527074,-81.4320302426213,223,"asci","Peak_5",18,0.443826431300411
"100","csci_Peak_5_18",-18079.8383156024,-15451.3239922689,-18079.8383156024,-15451.3239922689,-18413.2190902139,-9660.31990774404,737.418311101123,NA,-18318.4273411518,-10082.2037666149,-18095.5851614403,-14984.2987429942,-18142.8256989542,-13583.2229951701,402,"csci","Peak_5",18,0.520780507046817
"101","asci_SP_Mag_18",-102.183683162099,-90.9106981783676,-102.183683162099,-90.9106981783676,-124.51820803144,-54.1497291868106,1642.2057875635,NA,-99.6160639969857,-95.0348086381118,-117.345137224506,-62.0419249601587,-122.724940329706,-56.0205616860061,223,"asci","SP_Mag",18,0.537053766986122
"102","csci_SP_Mag_18",-69.4183281987242,-55.3243083730838,-69.4183281987242,-55.3243083730838,-960.566572243232,-639.859176748792,19.9357716619728,68.0014333733383,-941.422001631489,-711.269292165439,-75.8981710467364,-50.9455775145391,-901.283110134121,-854.089522998732,402,"csci","SP_Mag",18,0.573794930203201
"103","asci_Wet_BFL_Mag_10_18",41.2586624909659,45.5028147726626,41.2586624909659,45.5028147726626,-11.2585829043556,-2.34943683444716,NA,NA,41.4785247868287,43.9913035340916,-7.44807619485374,-3.04123085628601,-9.85025154289361,-2.56610475915117,223,"asci","Wet_BFL_Mag_10",18,0.382743609337502
"104","csci_Wet_BFL_Mag_10_18",-11.4511135203574,-2.8505056870475,-11.4511135203574,-2.8505056870475,-85.2045596451731,-65.8484256168754,-7.92977808925506,-4.22038464580482,-84.3643893272153,-70.2395324092851,-12.4464087565806,-2.72338627681893,-82.611930573193,-79.0217459941046,402,"csci","Wet_BFL_Mag_10",18,0.54895807270439
"105","asci_Wet_BFL_Mag_50_18",-79.7094028898297,-48.0824155644068,-79.7094028898297,-48.0824155644068,-137.540303489056,-44.9005799459761,101.515781421368,142.283256332312,-74.4520482899,-48.3716733479005,-116.510885089338,-46.0576110799509,-132.282948889127,-45.1898377294698,223,"asci","Wet_BFL_Mag_50",18,0.432083119481284
"106","csci_Wet_BFL_Mag_50_18",-238.720269331423,-57.4569397053235,-238.720269331423,-57.4569397053235,-317.865289756912,-47.1980008439732,-174.414940235712,-65.1905887708804,-298.07903465054,-50.3181867217325,-243.666833108016,-56.8620436233576,-258.506524437795,-55.0773553774598,402,"csci","Wet_BFL_Mag_50",18,0.474428355876684
"107","asci_Q99_18",772.519665223792,NA,772.519665223792,NA,-187.225783209937,-13.4632482890514,830.763481085152,NA,784.913379098764,NA,-132.68646591875,-33.2710938506426,-170.1029301891,-18.7071090247123,223,"asci","Q99",18,0.493499270936921
"108","csci_Q99_18",-849.504647406608,-808.80714661225,-849.504647406608,-808.80714661225,-26457.3400534134,-2786.3593645052,434.29406291535,NA,-22550.5714690688,-6933.80717512564,-858.869622475586,-787.349182127285,-14737.0343003796,-13234.4012710775,402,"csci","Q99",18,0.569883401625421
"109","asci_DS_Mag_50_20",NA,NA,NA,NA,-8.78539138418675,-6.40771085913274,NA,NA,NA,NA,-7.41209302580071,-7.13048898935301,-8.44206679459024,-6.58840539168781,223,"asci","DS_Mag_50",20,0.520640852422202
"110","csci_DS_Mag_50_20",-20.4816264529128,-16.9462906147307,-20.4816264529128,-16.9462906147307,-22.4790640070888,-13.0134960984872,-1.05554630565173,0.460121416019813,-21.9797046185448,-13.5493704517829,-20.6064663000488,-16.4295694975658,-20.9809858414568,-14.8794061460712,402,"csci","DS_Mag_50",20,0.642332970665714
"111","asci_FA_Mag_20",46.622045090972,63.431553785568,46.622045090972,63.431553785568,-0.929424311147298,3.18472531335096,58.6046791441521,59.7088826794438,48.1198743476195,62.9662198973025,18.2432628029416,18.5551380920071,15.4777862340171,27.7542390036469,223,"asci","FA_Mag",20,0.400670909629288
"112","csci_FA_Mag_20",-226.329807198127,-33.5270402653875,-226.329807198127,-33.5270402653875,-221.932072277932,-101.006293570838,52.339405154891,60.5263370423174,-223.304478974975,-75.8047424912736,-226.077696512864,-35.9294696477465,-225.321364457076,-43.1367577948236,402,"csci","FA_Mag",20,0.575315905242139
"113","asci_Peak_10_20",599.585126499433,999.617127073974,599.585126499433,999.617127073974,-696.008639849007,40.5134051752598,5769.07332525726,NA,627.305859100763,907.956645002122,-621.538894388028,-611.515012701131,-683.863617656977,20.6309326329813,223,"asci","Peak_10",20,0.457487033212845
"114","csci_Peak_10_20",-2570.4582842849,-1839.05945573121,-2570.4582842849,-1839.05945573121,-10438.1776302772,-5551.60442454946,922.394416126132,NA,-9343.24509425385,-5840.94535960861,-6880.78394964973,-6876.52429505623,-7552.36426181449,-6419.62722972691,402,"csci","Peak_10",20,0.596678111098706
"115","asci_Peak_2_20",-81.944591784484,-47.5055005661483,-81.944591784484,-47.5055005661483,-530.490187178363,-437.86173837793,793.733948572965,1131.88065032186,-64.9745527042597,-59.8513847386264,-517.605514778763,-457.158193342288,-527.269019078463,-442.685852119019,223,"asci","Peak_2",20,0.609316035609923
"116","csci_Peak_2_20",-231.097533882088,31.8662355617046,-231.097533882088,31.8662355617046,-7910.67166592992,-3337.53475001767,-85.2239193398845,-21.5907571709889,-7903.59716432073,-4238.68991922074,-239.50402395187,35.5414622595352,-7889.7785045077,-7429.74169881162,402,"csci","Peak_2",20,0.561389972817554
"117","asci_Peak_5_20",541.029841490471,959.145561376235,541.029841490471,959.145561376235,-352.451781214866,-76.9182691507627,3470.39929289279,NA,562.285029561933,923.831478498066,-282.776993993112,-113.025861452056,-330.71155498603,-87.2340530360972,223,"asci","Peak_5",20,0.473374705059928
"118","csci_Peak_5_20",-18080.5263860646,-15201.8982971753,-18080.5263860646,-15201.8982971753,-18402.0772252527,-9657.16877168773,732.327147063856,NA,-18304.8000131796,-10073.2897356758,-18094.4173435399,-14753.1052719739,-18136.0902159658,-13406.72619637,402,"csci","Peak_5",20,0.534594334089038
"119","asci_SP_Mag_20",-106.108887293529,-83.49799347765,-106.108887293529,-83.49799347765,-124.526331773658,-53.692030483938,1665.7867958375,NA,-103.985511718945,-87.1937235452716,-118.284526260829,-59.7831744460374,-122.965880395451,-55.2148164744629,223,"asci","SP_Mag",20,0.551295472831112
"120","csci_SP_Mag_20",-79.1580752756784,-54.0826758545776,-79.1580752756784,-54.0826758545776,-961.346516983818,-630.039830558245,16.8944007395891,65.9298759966743,-942.413675467993,-704.491445108305,-86.4556249314246,-51.3845188857451,-902.170462884437,-853.394674208424,402,"csci","SP_Mag",20,0.589772892038751
"121","asci_Wet_BFL_Mag_10_20",-4.87427418066834,-4.37044353531172,-4.87427418066834,-4.37044353531172,-11.7676250997982,-2.49319543596539,NA,NA,41.187226236603,46.1026874023304,-7.02848971842751,-3.04281616113333,-10.438673973336,-2.66788708783482,223,"asci","Wet_BFL_Mag_10",20,0.417212968785783
"122","csci_Wet_BFL_Mag_10_20",-9.60293785197517,-2.91630407521588,-9.60293785197517,-2.91630407521588,-85.2271121583976,-65.6904197622734,-7.87592861450287,-4.19886600476191,-84.3963030175377,-69.9911521645677,-81.9770747686801,-81.8181662708771,-82.6872633241613,-78.5926169691564,402,"csci","Wet_BFL_Mag_10",20,0.5631458594453
"123","asci_Wet_BFL_Mag_50_20",-83.0179076267443,-47.972803026596,-83.0179076267443,-47.972803026596,-138.613005077755,-45.0349380511695,100.465650428994,138.230992889781,-77.9638078584705,-48.2398816607257,-118.39660600466,-46.1032525876882,-133.558905309481,-45.3020166852992,223,"asci","Wet_BFL_Mag_50",20,0.445421412168802
"124","csci_Wet_BFL_Mag_50_20",-240.263740194266,-56.9229116018772,-240.263740194266,-56.9229116018772,-321.944588167075,-47.5278507741686,-173.898051216358,-64.0221615424255,-301.524376173873,-50.3697578106018,-245.368793192566,-56.3768154526042,-260.683952187468,-54.7385270047854,402,"csci","Wet_BFL_Mag_50",20,0.492467179853096
"125","asci_Q99_20",-80.3563222463718,-66.8216578476148,-80.3563222463718,-66.8216578476148,-172.998749009964,-14.8244653336285,823.403098008629,NA,768.564954666424,NA,-125.726341527293,-30.5748896796398,-152.711205985764,-18.9709656522082,223,"asci","Q99",20,0.505966590557199
"126","csci_Q99_20",-877.459961170027,-784.162629266441,-877.459961170027,-784.162629266441,-26422.0064092706,-2769.99101647906,412.797531855749,NA,-22507.7654064206,-6863.52357161042,-886.503911861627,-772.248767000349,-14679.2834007205,-13190.0331225779,402,"csci","Q99",20,0.581803013848038
